instance,time_min_1,time_max_1,time_mean_1,time_median_1,time_std_1,time_q1_1,time_q3_1,avg_rss12_min_1,avg_rss12_max_1,avg_rss12_mean_1,avg_rss12_median_1,avg_rss12_std_1,avg_rss12_q1_1,avg_rss12_q3_1,var_rss12_min_1,var_rss12_max_1,var_rss12_mean_1,var_rss12_median_1,var_rss12_std_1,var_rss12_q1_1,var_rss12_q3_1,avg_rss13_min_1,avg_rss13_max_1,avg_rss13_mean_1,avg_rss13_median_1,avg_rss13_std_1,avg_rss13_q1_1,avg_rss13_q3_1,var_rss13_min_1,var_rss13_max_1,var_rss13_mean_1,var_rss13_median_1,var_rss13_std_1,var_rss13_q1_1,var_rss13_q3_1,avg_rss23_min_1,avg_rss23_max_1,avg_rss23_mean_1,avg_rss23_median_1,avg_rss23_std_1,avg_rss23_q1_1,avg_rss23_q3_1,var_rss23_min_1,var_rss23_max_1,var_rss23_mean_1,var_rss23_median_1,var_rss23_std_1,var_rss23_q1_1,var_rss23_q3_1,time_min_2,time_max_2,time_mean_2,time_median_2,time_std_2,time_q1_2,time_q3_2,avg_rss12_min_2,avg_rss12_max_2,avg_rss12_mean_2,avg_rss12_median_2,avg_rss12_std_2,avg_rss12_q1_2,avg_rss12_q3_2,var_rss12_min_2,var_rss12_max_2,var_rss12_mean_2,var_rss12_median_2,var_rss12_std_2,var_rss12_q1_2,var_rss12_q3_2,avg_rss13_min_2,avg_rss13_max_2,avg_rss13_mean_2,avg_rss13_median_2,avg_rss13_std_2,avg_rss13_q1_2,avg_rss13_q3_2,var_rss13_min_2,var_rss13_max_2,var_rss13_mean_2,var_rss13_median_2,var_rss13_std_2,var_rss13_q1_2,var_rss13_q3_2,avg_rss23_min_2,avg_rss23_max_2,avg_rss23_mean_2,avg_rss23_median_2,avg_rss23_std_2,avg_rss23_q1_2,avg_rss23_q3_2,var_rss23_min_2,var_rss23_max_2,var_rss23_mean_2,var_rss23_median_2,var_rss23_std_2,var_rss23_q1_2,var_rss23_q3_2,time_min_3,time_max_3,time_mean_3,time_median_3,time_std_3,time_q1_3,time_q3_3,avg_rss12_min_3,avg_rss12_max_3,avg_rss12_mean_3,avg_rss12_median_3,avg_rss12_std_3,avg_rss12_q1_3,avg_rss12_q3_3,var_rss12_min_3,var_rss12_max_3,var_rss12_mean_3,var_rss12_median_3,var_rss12_std_3,var_rss12_q1_3,var_rss12_q3_3,avg_rss13_min_3,avg_rss13_max_3,avg_rss13_mean_3,avg_rss13_median_3,avg_rss13_std_3,avg_rss13_q1_3,avg_rss13_q3_3,var_rss13_min_3,var_rss13_max_3,var_rss13_mean_3,var_rss13_median_3,var_rss13_std_3,var_rss13_q1_3,var_rss13_q3_3,avg_rss23_min_3,avg_rss23_max_3,avg_rss23_mean_3,avg_rss23_median_3,avg_rss23_std_3,avg_rss23_q1_3,avg_rss23_q3_3,var_rss23_min_3,var_rss23_max_3,var_rss23_mean_3,var_rss23_median_3,var_rss23_std_3,var_rss23_q1_3,var_rss23_q3_3,time_min_4,time_max_4,time_mean_4,time_median_4,time_std_4,time_q1_4,time_q3_4,avg_rss12_min_4,avg_rss12_max_4,avg_rss12_mean_4,avg_rss12_median_4,avg_rss12_std_4,avg_rss12_q1_4,avg_rss12_q3_4,var_rss12_min_4,var_rss12_max_4,var_rss12_mean_4,var_rss12_median_4,var_rss12_std_4,var_rss12_q1_4,var_rss12_q3_4,avg_rss13_min_4,avg_rss13_max_4,avg_rss13_mean_4,avg_rss13_median_4,avg_rss13_std_4,avg_rss13_q1_4,avg_rss13_q3_4,var_rss13_min_4,var_rss13_max_4,var_rss13_mean_4,var_rss13_median_4,var_rss13_std_4,var_rss13_q1_4,var_rss13_q3_4,avg_rss23_min_4,avg_rss23_max_4,avg_rss23_mean_4,avg_rss23_median_4,avg_rss23_std_4,avg_rss23_q1_4,avg_rss23_q3_4,var_rss23_min_4,var_rss23_max_4,var_rss23_mean_4,var_rss23_median_4,var_rss23_std_4,var_rss23_q1_4,var_rss23_q3_4
bending1_dataset3.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,38.75,45.0,43.629666666666665,44.33,1.3611593914339677,42.25,44.5,0.0,1.5,0.37433333333333335,0.47,0.31178714249022876,0.0,0.5,14.25,25.0,23.081166666666668,24.0,1.6417796154038324,22.5,24.0,0.0,2.74,0.40549999999999997,0.43,0.5043656907443249,0.0,0.5,30.0,37.5,35.99033333333333,36.0,1.1224518796911618,36.0,36.5,0.0,1.5,0.4174166666666667,0.43,0.45649661523632584,0.0,0.5825,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,36.5,46.5,44.48466666666666,45.0,1.6155034990849,44.0,45.269999999999996,0.0,1.48,0.38775,0.43,0.3449455572985395,0.0,0.5,16.5,29.25,23.112416666666665,23.75,2.979576031315343,20.9375,25.0825,0.0,2.29,0.5814166666666666,0.5,0.4742543196663813,0.0,0.83,32.5,38.5,36.59675,36.75,1.4156489457135901,36.0,37.75,0.0,1.79,0.7790833333333335,0.94,0.5278557186601489,0.45999999999999996,1.3,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,35.0,47.0,44.182166666666674,45.0,1.8864579610711945,43.457499999999996,45.0625,0.0,1.7,0.424,0.43,0.41466130757523056,0.0,0.5,6.5,27.5,22.699333333333335,24.0,3.287739023841292,21.0,24.3125,0.0,4.44,0.61825,0.44999999999999996,0.7125349845212281,0.0,0.87,29.0,38.25,33.55616666666667,33.0,2.615969286049734,31.0,36.0,0.0,1.5,0.5041666666666667,0.43,0.52210883816393,0.0,0.94,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,42.33,47.4,43.521499999999996,43.33,1.02585220670426,42.75,43.542500000000004,0.0,1.0,0.5189166666666667,0.5,0.23869714365465053,0.47,0.5,15.25,29.75,19.5965,18.875,2.3822197806527705,18.0,20.25,0.0,2.05,0.3840833333333333,0.43,0.42474599435688876,0.0,0.5,35.25,37.67,36.21058333333333,36.0,0.39709632717459836,36.0,36.33,0.0,1.5,0.2725,0.0,0.3957740306454344,0.0,0.47
bending1_dataset4.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,35.75,47.75,43.995,45.0,2.904687590774609,43.75,45.3725,0.0,3.0,0.5080833333333332,0.47,0.5198818709305243,0.0,0.5525,11.0,30.0,22.918666666666663,23.585,3.3212700716576617,21.6275,24.25,0.0,3.7,0.66475,0.5,0.6266550918700546,0.0,1.12,32.0,38.67,36.624,36.75,1.3609006821464475,36.0,37.5,0.0,1.5,0.6946666666666667,0.83,0.529258810875066,0.0,1.145,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,33.75,47.75,42.56275,44.165,3.816408425579387,39.31,45.25,0.0,2.83,0.8384999999999999,0.5,0.6902302152180821,0.43,1.3,13.25,29.75,23.363833333333332,24.0,2.880670981829677,21.1875,25.25,0.0,4.77,0.9513333333333333,0.83,0.8631163820070205,0.43,1.3,30.75,38.0,35.42025,36.0,1.6871413013832994,33.75,36.5625,0.0,1.53,0.5872499999999999,0.47,0.5714775622600302,0.0,1.24,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,33.0,46.0,41.123999999999995,42.0,3.4965991572764907,38.5,44.3125,0.0,2.49,0.7083333333333334,0.605,0.6075405793488659,0.0,1.12,8.5,27.33,21.077749999999998,21.25,3.8297009157591755,18.4375,24.0,0.0,4.5,1.11375,0.87,0.8446163453505582,0.47,1.4275,28.0,38.5,32.948499999999996,32.67,2.642678455027525,30.25,35.25,0.0,1.5,0.5539999999999999,0.47,0.48064782672278183,0.0,0.87,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,34.5,45.25,41.0375,42.125,3.562767241438411,37.1875,44.5,0.0,2.86,0.72925,0.5,0.6449381914829772,0.0,1.25,9.0,29.25,21.37425,22.75,4.4889613985308445,18.73,24.0,0.0,5.15,1.2298333333333331,0.825,1.2647792846536066,0.43,1.7225,20.0,38.25,28.982916666666664,29.375,3.6486272294826474,26.5,30.5425,0.0,2.18,0.6181666666666668,0.47,0.4987784801113839,0.43,0.87
bending1_dataset5.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,33.75,45.0,40.910000000000004,41.585,2.8929745361248287,39.0,43.0625,0.0,2.17,0.6308333333333332,0.5,0.4653826084225991,0.43,0.83,3.0,28.0,19.268083333333333,21.125,5.659000986015307,15.0,24.0,0.0,5.97,1.1826666666666668,0.7649999999999999,1.2514210145093279,0.0,1.87,24.0,35.25,29.118916666666664,29.75,2.274279664653306,27.5,30.0,0.0,1.5,0.41641666666666666,0.43,0.42372513856928007,0.0,0.71,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,33.0,45.75,42.33241666666667,43.5,3.160680041761407,41.35,44.5,0.0,2.83,0.6153333333333334,0.5,0.5105959481059581,0.43,0.83,3.67,28.25,18.894833333333334,18.0,4.4462364203397415,15.31,23.0,0.0,6.42,1.0474999999999999,0.83,1.0747389217851935,0.43,1.41,23.67,37.5,31.037750000000003,31.0,2.742456156592724,30.0,32.0,0.0,1.79,0.42175,0.43,0.39649014804910343,0.0,0.5,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,40.0,43.67,41.987750000000005,42.0,0.6231819724874375,41.5,42.269999999999996,0.0,1.12,0.4080833333333333,0.47,0.2836203325848758,0.0,0.5,13.0,24.0,19.780083333333334,20.125,2.632205506108687,18.0,21.5,0.0,1.92,0.5745,0.5,0.4493844864552699,0.3225,0.84,27.5,36.0,30.832083333333337,30.5,1.8663055733334655,29.4575,32.0,0.0,1.5,0.4053333333333333,0.43,0.4315764384465656,0.0,0.5,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,39.25,42.5,41.482083333333335,41.5,0.43712297246376297,41.5,41.67,0.0,1.12,0.4896666666666667,0.5,0.2544075907323172,0.47,0.5,12.5,24.0,18.083250000000003,18.25,2.5347649997912365,16.25,20.27,0.0,2.35,0.5628333333333333,0.47,0.46114564462386015,0.43,0.83,26.0,30.5,28.439583333333335,29.125,1.458919346544634,27.0,30.0,0.0,1.0,0.28966666666666663,0.43,0.26400736521712587,0.0,0.5
bending1_dataset6.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,41.0,46.75,44.93258333333333,45.0,0.5600959677194219,45.0,45.0,0.0,1.3,0.0965,0.0,0.22817263201356996,0.0,0.0,7.75,26.67,18.038333333333334,18.415,3.110639894869793,16.0,20.0,0.0,10.03,1.2310833333333333,0.83,1.3223765196502175,0.47,1.6,15.0,33.5,24.5035,24.0,2.740338376308055,23.4575,25.5625,0.0,5.26,0.8676666666666666,0.71,0.8279550444049215,0.43,1.12,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,39.0,48.0,43.301500000000004,43.5,1.4279271981909067,42.25,44.0,0.0,1.09,0.40358333333333335,0.47,0.31189954534896147,0.0,0.5,6.25,27.0,17.45,17.125,4.709503689349866,14.0,19.8125,0.0,4.5,1.0149166666666667,0.83,0.9074937978055584,0.45999999999999996,1.3,10.0,26.25,21.93391666666667,22.25,2.593789793536777,21.0,23.5425,0.0,2.87,0.7631666666666667,0.71,0.5795055123886992,0.43,1.09,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,42.0,46.5,43.10516666666667,42.67,0.9545042197683338,42.5,43.5,0.0,1.12,0.4995,0.5,0.21016204065752056,0.47,0.5,7.0,21.0,14.494833333333334,15.0,1.8723710384311,13.575,15.0,0.0,4.24,0.5560833333333334,0.43,0.7618566092484566,0.0,0.71,20.0,26.0,23.118583333333333,23.25,0.9064797256726459,22.5,23.75,0.0,1.5,0.56275,0.5,0.33212939872886893,0.43,0.83,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,37.0,44.25,42.480583333333335,42.585,1.0614190939753985,42.457499999999996,43.0,0.0,1.58,0.5127499999999999,0.5,0.3019435998659352,0.43,0.71,5.75,23.25,13.190166666666666,12.33,2.735957779685612,11.6275,15.0,0.0,5.21,0.5953333333333333,0.43,0.6939655771162012,0.0,0.83,8.0,25.0,22.58316666666667,23.5,2.467225156369443,22.31,23.85,0.0,4.06,0.525,0.47,0.5791459228899052,0.0,0.71
bending1_dataset7.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,40.75,45.0,42.798750000000005,42.5,0.9209393415601992,42.0,43.5,0.0,1.12,0.38375,0.47,0.30311731089904226,0.0,0.5,4.0,26.33,15.698666666666666,15.0,3.9975936372884235,13.0,17.27,0.0,5.17,0.9229166666666667,0.71,1.0006509513256303,0.4225,1.2275,11.33,30.75,23.592499999999998,22.125,5.269140861342261,20.5,30.0,0.0,2.28,0.5466666666666666,0.44999999999999996,0.5458148851844267,0.0,0.83,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,36.67,45.0,44.17366666666667,44.5,1.2165120449693685,44.0,45.0,0.0,1.3,0.3735833333333333,0.47,0.2630582819875136,0.0,0.5,6.5,23.33,17.095833333333335,18.0,2.6484179501900544,15.33,18.0,0.0,2.12,0.40299999999999997,0.43,0.4939865045390073,0.0,0.5525,16.25,25.5,21.05841666666667,21.0,2.3165948415124777,19.0,23.5,0.0,2.12,0.5030833333333333,0.47,0.4161746344851989,0.0,0.83,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,42.0,48.0,44.78491666666666,44.5,1.2206896929149889,44.33,44.67,0.0,1.5,0.43358333333333327,0.5,0.2184826302528927,0.43,0.5,1.5,24.0,16.132749999999998,17.75,4.023866706394899,15.0,18.0625,0.0,2.5,0.4613333333333333,0.43,0.5262286152952493,0.0,0.71,18.75,25.5,22.050833333333333,21.415,1.535290191534559,21.0,23.69,0.0,1.92,0.43649999999999994,0.43,0.39823914507073094,0.0,0.71,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,36.25,48.0,44.119166666666665,44.5,2.1299810575579206,43.67,44.75,0.0,1.25,0.46158333333333335,0.47,0.2496497407480239,0.43,0.5,3.0,22.0,14.544833333333335,15.0,3.6554938068915153,12.25,16.75,0.0,3.56,0.8781666666666667,0.71,0.8605114596693192,0.30000000000000004,1.3,13.75,26.0,21.713250000000002,22.0,2.2362398360119307,21.0,23.5,0.0,2.96,0.7349999999999999,0.7649999999999999,0.5205750026012902,0.45999999999999996,0.94
bending2_dataset3.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,21.0,26.5,24.718500000000002,24.75,1.115763303752189,24.0,25.5,0.0,1.12,0.42891666666666667,0.44999999999999996,0.2495455731035026,0.43,0.5,2.75,19.75,12.171916666666668,12.415,3.502339050747213,9.31,14.3725,0.0,5.89,0.80475,0.47,0.974787124196868,0.0,1.09,9.0,33.5,22.113333333333333,21.5,6.27895324786615,17.9375,27.8125,0.0,13.61,1.72925,1.12,1.8604668600918424,0.71,2.075,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,22.75,50.0,39.310249999999996,42.0,6.674934014967238,36.0,44.5,0.0,9.9,0.7468333333333333,0.47,1.277710180579131,0.0,0.84,4.5,28.25,17.803833333333333,17.75,5.444981509508447,14.9375,22.0625,0.0,7.4,1.0251666666666668,0.5,1.3492108701838355,0.43,1.2275,5.0,33.75,22.321,23.25,5.456604927364023,19.9375,25.27,0.0,7.63,1.3468333333333333,0.94,1.3478099416790517,0.47,1.6375,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,27.0,36.0,33.03066666666667,33.0,1.2192666739570233,33.0,33.15,0.0,1.87,0.47891666666666666,0.0,0.5864778993183707,0.0,1.205,3.0,24.33,17.109833333333334,17.5,4.302351098204587,15.0,20.5425,0.0,4.92,0.7852499999999999,0.47,0.9261685974126597,0.0,1.0925,6.5,24.0,18.3385,18.0,3.9502273457781305,15.5,22.25,0.0,6.02,0.9105833333333333,0.82,1.0121580046558387,0.47,1.0075,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,32.67,35.0,33.28541666666667,33.0,0.4971433325063865,33.0,33.75,0.0,1.5,0.40983333333333327,0.0,0.615338637571938,0.0,1.3,0.0,18.25,8.680916666666667,8.71,4.68799601746015,5.0,12.75,0.0,3.4,0.8604166666666667,0.71,0.7390933588225209,0.43,1.12,11.5,21.0,18.61,18.5,1.489362279635146,18.25,19.5,0.0,2.17,0.6615,0.5,0.34712545762783426,0.47,0.83
bending2_dataset4.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,30.0,33.0,31.481,31.5,0.715663328667887,31.0,32.0,0.0,1.0,0.5139166666666666,0.5,0.2329817440392177,0.47,0.5,0.0,14.5,8.32125,9.125,3.946661154803302,5.33,11.33,0.0,4.44,0.8196666666666667,0.5,0.8319153936682638,0.43,0.955,11.0,23.25,18.828416666666666,18.25,2.130630577956259,17.67,20.0,0.0,6.4,0.7336666666666667,0.5,0.7676239675489267,0.47,0.84,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,29.0,30.67,29.943833333333334,30.0,0.24209909587237669,30.0,30.0,0.0,0.5,0.08399999999999999,0.0,0.17775638760205872,0.0,0.0,1.0,12.0,5.793166666666667,5.67,2.6856172423154834,4.0,7.0825,0.0,3.56,0.64325,0.47,0.6809982409424172,0.43,0.8225,12.5,20.5,16.911166666666666,16.67,1.4210554665068105,16.0,17.8125,0.0,1.87,0.717,0.82,0.35426590766447363,0.47,0.94,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,28.25,30.0,29.354916666666664,29.25,0.5355837871477772,29.0,30.0,0.0,0.5,0.16466666666666666,0.0,0.22106158015861152,0.0,0.43,4.0,12.75,8.190166666666666,7.625,2.9031985186839853,5.1875,11.5,0.0,2.28,0.28341666666666665,0.0,0.3827695038212364,0.0,0.47,15.5,20.33,17.755583333333334,18.0,1.0936832233583706,16.9375,18.5,0.0,1.5,0.6346666666666666,0.5,0.33046162997977374,0.47,0.94,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,27.5,30.0,28.748,28.75,0.5763991672443672,28.33,29.0,0.0,0.87,0.26316666666666666,0.43,0.25388640285678077,0.0,0.47,0.0,13.67,10.360416666666667,10.75,2.134023740821289,9.33,12.0,0.0,2.5,0.43224999999999997,0.43,0.43451018879500014,0.0,0.5,15.75,21.33,18.97641666666667,19.0,1.258473146206236,18.25,20.0,0.0,1.48,0.7211666666666666,0.83,0.30631188717093927,0.47,0.94
bending2_dataset5.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,25.25,38.25,28.69258333333333,27.0,3.1793103276846413,27.0,30.0,0.0,3.67,0.3215,0.0,0.5469211551951524,0.0,0.47,0.0,21.25,6.929,6.375,6.688452038152525,0.0,11.5425,0.0,3.3,0.475,0.0,0.6969588701398861,0.0,0.71,10.25,27.0,18.040583333333334,18.0,2.763891367810167,17.25,19.0,0.0,6.02,0.8260833333333333,0.82,0.7661780644138078,0.47,0.94,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,19.0,39.25,29.687166666666666,28.665,8.147078022552353,21.0,38.3125,0.0,4.33,0.6725833333333334,0.47,0.8387654577148225,0.0,0.8875,0.0,25.33,14.762583333333335,15.665,7.73647481047121,7.0,21.3375,0.0,4.02,0.8699166666666667,0.485,0.9488980414436292,0.0,1.3,5.5,30.0,18.197166666666664,18.0,5.117519122799857,15.4575,21.8125,0.0,6.73,1.3735,0.83,1.3958842179779811,0.47,2.0524999999999998,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,20.0,43.75,26.70958333333333,27.0,5.118473469670642,21.0,30.0,0.0,6.4,0.45249999999999996,0.43,0.8289232473516472,0.0,0.5,5.75,23.5,15.984666666666666,16.125,2.9287966622640242,14.75,18.0,0.0,5.76,0.9674166666666667,0.71,0.995290992485224,0.43,1.3,1.67,21.75,13.834833333333332,14.5,3.672360726502171,11.6875,16.0625,0.0,4.15,1.2536666666666667,1.045,0.9665384397713086,0.5,1.5,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,27.0,45.5,38.66308333333333,42.0,6.989118184224356,32.0625,44.69,0.0,4.92,0.4220833333333333,0.43,0.6306450346448644,0.0,0.5,7.0,32.75,20.683083333333332,21.75,4.687141416654955,15.75,24.25,0.0,11.42,0.7978333333333333,0.47,1.2616452111782015,0.0,0.87,12.75,36.0,23.48375,25.0,6.499575891612723,16.362499999999997,28.625,0.0,5.61,0.9761666666666665,0.82,1.0024263757946958,0.43,1.2275
bending2_dataset6.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,26.75,47.5,38.492916666666666,39.415,3.560583846279833,36.5025,40.67,0.0,6.38,0.8376666666666667,0.71,0.8358595708743319,0.47,1.0,8.0,28.33,21.074916666666663,22.25,3.8228152793095065,18.9375,24.0,0.0,5.32,0.8270833333333333,0.485,0.9781047965609593,0.0,1.22,11.0,40.33,25.400916666666667,26.375,5.377322133403288,22.4375,29.25,0.0,3.74,0.9844166666666667,0.82,0.8888033114187238,0.43,1.22,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,25.0,32.5,29.72833333333333,30.0,0.8126011048205359,29.4575,30.0,0.0,1.5,0.21933333333333332,0.0,0.34986362422457634,0.0,0.43,2.33,21.0,12.918833333333332,14.0,4.149293149307348,10.5,15.0,0.0,4.44,0.9299999999999999,0.7649999999999999,0.8653900854527975,0.43,1.3275000000000001,0.0,24.0,10.415249999999999,10.0,5.377824833285294,7.0,12.75,0.0,4.71,1.0080833333333332,0.87,0.727119082215714,0.5,1.3,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,27.0,32.0,28.555583333333335,28.25,1.2469461334485232,27.5,29.69,0.0,1.5,0.32641666666666663,0.43,0.3057716899729092,0.0,0.4775,2.0,19.0,13.359166666666665,14.25,3.1739109899652544,13.0,15.0,0.0,3.7,0.8101666666666667,0.605,0.8266800906168131,0.43,1.0,4.25,15.75,12.6695,13.415,2.5479981848502167,12.4375,14.25,0.0,4.92,1.2170833333333335,1.0950000000000002,0.7891370770587888,0.83,1.41,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,25.0,33.0,27.456166666666665,27.0,1.3924876919464035,27.0,28.0,0.0,2.18,0.23841666666666667,0.0,0.3340883012850877,0.0,0.47,2.75,18.67,13.83375,14.415,2.5967197456598967,12.73,15.25,0.0,5.15,0.7269166666666665,0.47,0.9162812485197375,0.0,0.83,0.0,18.25,9.143083333333333,9.0,3.7860788413681448,6.9175,11.75,0.0,4.5,1.1828333333333334,1.0,0.8808529799133464,0.5,1.4849999999999999
cycling_dataset10.csv,0.0,29750.0,14875.0,14875.0,8659.953329358459,7437.5,22312.5,29.67,44.0,36.94716666666667,35.75,3.7814966577034315,33.75,40.542500000000004,0.0,7.02,2.621083333333333,2.14,1.6498493849608076,1.3,3.9,6.0,24.0,14.774833333333333,14.33,3.2413320264291894,12.585,16.8125,0.0,7.52,3.0250000000000004,2.62,1.7022607516672252,1.7975,4.1274999999999995,8.67,22.0,17.071916666666667,17.25,2.7337746480624348,15.4375,19.25,0.0,8.34,2.7349166666666664,2.49,1.6755829810513383,1.41,3.77,30000.0,59750.0,44875.0,44875.0,8659.953329358459,37437.5,52312.5,30.0,43.5,36.60516666666667,36.125,3.5397608166214973,33.6875,39.3125,0.0,10.47,2.8653333333333335,2.415,2.0375168438294904,1.3,4.29,7.0,19.33,13.942166666666667,13.67,2.7754063316126443,12.0,16.25,0.0,6.61,2.5935833333333336,2.55,1.4401526515346288,1.495,3.56,10.67,22.75,17.072999999999997,17.25,2.2390818802952843,15.75,18.5,0.0,8.38,2.49675,2.14,1.4560335175285857,1.41,3.2875,60000.0,89750.0,74875.0,74875.0,8659.953329358459,67437.5,82312.5,27.0,45.0,36.78483333333334,36.0,4.194489238539327,33.5,40.3875,0.0,9.49,2.4354999999999998,1.83,1.7357418442844548,1.2425,3.6475,5.67,21.25,15.124916666666667,15.29,3.3902529393919205,12.9375,17.69,0.0,6.26,2.906666666666667,2.74,1.405452082269458,1.9124999999999999,3.7175000000000002,11.0,24.5,17.984666666666666,18.375,2.98739405204975,16.0,20.0,0.0,8.99,2.9405833333333335,2.6100000000000003,1.8046321397232794,1.7,3.74,90000.0,119750.0,104875.0,104875.0,8659.953329358459,97437.5,112312.5,29.25,44.25,36.940916666666666,36.415,4.028151974092945,33.5,40.625,0.0,7.3,2.4786666666666664,1.745,1.800971003529917,1.22,3.6775,6.33,25.0,17.368583333333333,17.0,3.592176753222047,15.0,19.3125,0.43,10.61,3.2228333333333334,2.895,1.9655843844063836,1.7675,4.305,11.0,24.67,17.0555,17.0,2.9712777414214693,14.75,19.27,0.0,8.57,3.378,3.0,1.802161942408802,2.0575,4.35
