instance,time_min_1,time_max_1,time_mean_1,time_median_1,time_std_1,time_q1_1,time_q3_1,avg_rss12_min_1,avg_rss12_max_1,avg_rss12_mean_1,avg_rss12_median_1,avg_rss12_std_1,avg_rss12_q1_1,avg_rss12_q3_1,var_rss12_min_1,var_rss12_max_1,var_rss12_mean_1,var_rss12_median_1,var_rss12_std_1,var_rss12_q1_1,var_rss12_q3_1,avg_rss13_min_1,avg_rss13_max_1,avg_rss13_mean_1,avg_rss13_median_1,avg_rss13_std_1,avg_rss13_q1_1,avg_rss13_q3_1,var_rss13_min_1,var_rss13_max_1,var_rss13_mean_1,var_rss13_median_1,var_rss13_std_1,var_rss13_q1_1,var_rss13_q3_1,avg_rss23_min_1,avg_rss23_max_1,avg_rss23_mean_1,avg_rss23_median_1,avg_rss23_std_1,avg_rss23_q1_1,avg_rss23_q3_1,var_rss23_min_1,var_rss23_max_1,var_rss23_mean_1,var_rss23_median_1,var_rss23_std_1,var_rss23_q1_1,var_rss23_q3_1,time_min_2,time_max_2,time_mean_2,time_median_2,time_std_2,time_q1_2,time_q3_2,avg_rss12_min_2,avg_rss12_max_2,avg_rss12_mean_2,avg_rss12_median_2,avg_rss12_std_2,avg_rss12_q1_2,avg_rss12_q3_2,var_rss12_min_2,var_rss12_max_2,var_rss12_mean_2,var_rss12_median_2,var_rss12_std_2,var_rss12_q1_2,var_rss12_q3_2,avg_rss13_min_2,avg_rss13_max_2,avg_rss13_mean_2,avg_rss13_median_2,avg_rss13_std_2,avg_rss13_q1_2,avg_rss13_q3_2,var_rss13_min_2,var_rss13_max_2,var_rss13_mean_2,var_rss13_median_2,var_rss13_std_2,var_rss13_q1_2,var_rss13_q3_2,avg_rss23_min_2,avg_rss23_max_2,avg_rss23_mean_2,avg_rss23_median_2,avg_rss23_std_2,avg_rss23_q1_2,avg_rss23_q3_2,var_rss23_min_2,var_rss23_max_2,var_rss23_mean_2,var_rss23_median_2,var_rss23_std_2,var_rss23_q1_2,var_rss23_q3_2,time_min_3,time_max_3,time_mean_3,time_median_3,time_std_3,time_q1_3,time_q3_3,avg_rss12_min_3,avg_rss12_max_3,avg_rss12_mean_3,avg_rss12_median_3,avg_rss12_std_3,avg_rss12_q1_3,avg_rss12_q3_3,var_rss12_min_3,var_rss12_max_3,var_rss12_mean_3,var_rss12_median_3,var_rss12_std_3,var_rss12_q1_3,var_rss12_q3_3,avg_rss13_min_3,avg_rss13_max_3,avg_rss13_mean_3,avg_rss13_median_3,avg_rss13_std_3,avg_rss13_q1_3,avg_rss13_q3_3,var_rss13_min_3,var_rss13_max_3,var_rss13_mean_3,var_rss13_median_3,var_rss13_std_3,var_rss13_q1_3,var_rss13_q3_3,avg_rss23_min_3,avg_rss23_max_3,avg_rss23_mean_3,avg_rss23_median_3,avg_rss23_std_3,avg_rss23_q1_3,avg_rss23_q3_3,var_rss23_min_3,var_rss23_max_3,var_rss23_mean_3,var_rss23_median_3,var_rss23_std_3,var_rss23_q1_3,var_rss23_q3_3
bending1_dataset3.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,38.75,46.5,43.945125,44.5,1.3824050543798658,42.75,45.0,0.0,1.5,0.35012499999999996,0.43,0.3064249245329107,0.0,0.5,14.25,29.0,23.3910625,24.0,2.0896765888753577,22.5,24.0,0.0,2.74,0.45499999999999996,0.43,0.4939926618888179,0.0,0.8225,30.0,38.5,36.348875,36.29,1.2132039129408543,36.0,37.0,0.0,1.5,0.5306875,0.5,0.4941724419104631,0.0,1.0,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,36.5,47.0,44.3241875,45.0,1.6291268642569707,43.5,45.25,0.0,1.48,0.40806249999999994,0.43,0.3496810991371281,0.0,0.5,6.5,29.25,22.303625,23.0,3.3191545398452,20.25,24.0,0.0,4.44,0.623,0.47,0.6698953276445507,0.0,0.87,29.0,38.33,34.71425000000001,35.325,2.4687721011668935,33.0,36.33,0.0,1.79,0.5850625,0.5,0.5666711975155876,0.0,1.22,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,35.0,47.4,43.5941875,43.5,1.5630205020548356,42.75,44.8125,0.0,1.7,0.5205624999999999,0.5,0.3349967292284359,0.45999999999999996,0.71,15.25,29.75,20.672375,19.75,2.8937815846008488,18.25,23.5,0.0,2.05,0.4139375,0.43,0.436403048905195,0.0,0.5,30.0,38.25,35.70225,36.0,1.7458915881291142,36.0,36.5,0.0,1.5,0.364125,0.0,0.44451151208377043,0.0,0.5
bending1_dataset4.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,35.25,47.75,43.6211875,45.0,3.3375468857895845,42.6875,45.5,0.0,3.0,0.59475,0.47,0.5541682393461393,0.0,0.83,11.0,30.0,23.145812499999998,23.75,3.222584458139732,21.6275,24.5,0.0,4.15,0.71375,0.5,0.6851968239126623,0.0,1.205,32.0,38.67,36.5305,36.75,1.2846871214424156,36.0,37.269999999999996,0.0,1.5,0.6544375,0.83,0.5353103619338505,0.0,1.0,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,33.0,46.67,42.1004375,43.375,3.477447941176654,39.25,45.0,0.0,2.83,0.7282500000000001,0.5,0.6535351463387413,0.0,1.12,8.5,28.25,21.7769375,22.125,3.723097164471235,20.0,24.3125,0.0,4.77,1.0678125,0.87,0.8946519378192561,0.47,1.41,28.0,38.5,34.0583125,34.835,2.65042053782862,32.5,36.0,0.0,1.53,0.567375,0.47,0.5317347641211735,0.0,1.0225,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,34.5,45.25,40.8178125,42.0,3.628550446093281,36.75,44.5,0.0,2.86,0.7651249999999999,0.605,0.6642185140260696,0.0,1.3,9.0,29.25,21.628125,22.875,4.221610946590768,18.9375,24.25,0.0,5.15,1.1881875000000002,0.83,1.1539393787559857,0.43,1.6025,20.0,38.25,29.8929375,30.0,3.6305026506110347,26.9375,32.5,0.0,2.18,0.61875,0.47,0.499877172413384,0.43,0.87
bending1_dataset5.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,33.0,45.0,40.6738125,41.5,3.1932033038696033,38.0,43.25,0.0,2.18,0.6983124999999999,0.5,0.5103212491595368,0.43,1.0225,3.0,28.0,18.8588125,20.375,5.426210967594584,14.73,24.0,0.0,6.42,1.2514375000000002,0.87,1.2651762954599448,0.43,1.89,23.67,35.25,29.0874375,29.75,2.236322943716705,27.5,30.0,0.0,1.64,0.43937499999999996,0.43,0.4192607892171649,0.0,0.7324999999999999,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,38.25,45.75,42.8464375,42.585,1.5210100866180178,42.0,43.67,0.0,2.83,0.4405,0.48,0.36375953595747834,0.0,0.5,10.75,28.25,19.723937499999998,19.5,3.719828977398524,17.4375,22.8125,0.0,5.55,0.7139375,0.5,0.7169031462434448,0.43,0.9624999999999999,27.0,37.5,31.848875000000003,31.71,2.1227152386448354,30.1875,32.5625,0.0,1.79,0.41237500000000005,0.43,0.4445650788973421,0.0,0.5,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,39.25,42.5,41.5139375,41.5,0.39712733611997814,41.5,41.67,0.0,1.12,0.469125,0.5,0.24392721122293837,0.47,0.5,12.5,24.0,18.4369375,18.5,2.4222102501834457,16.7875,20.5,0.0,2.35,0.56025,0.47,0.45230237397121853,0.43,0.83,26.0,30.5,28.6349375,29.25,1.3573959430076952,27.0,30.0,0.0,1.0,0.298125,0.43,0.26217882137007176,0.0,0.5
bending1_dataset6.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,41.0,48.0,44.792125,45.0,0.7946425198634918,45.0,45.0,0.0,1.3,0.1779375,0.0,0.2893162129811428,0.0,0.43,7.75,27.0,18.918875000000003,18.75,3.8132763123559505,16.31,21.0,0.0,10.03,1.1183125,0.82,1.238385653721711,0.43,1.41,15.0,33.5,24.0943125,23.75,2.5537929198241094,22.75,25.0,0.0,5.26,0.8114999999999999,0.605,0.775815055280574,0.43,1.0925,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,39.0,45.0,42.819875,42.5,1.017247503990548,42.25,43.5,0.0,1.02,0.44350000000000006,0.5,0.2648494855573633,0.43,0.5,6.25,20.75,14.8451875,15.0,2.686061934290375,13.25,16.3725,0.0,4.5,0.8800000000000001,0.5,0.9303500685225965,0.43,1.22,10.0,26.25,22.263875000000002,22.875,2.3050547681942395,21.5,23.5,0.0,2.87,0.705875,0.5,0.48540239428231086,0.43,0.87,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,37.0,46.5,42.752875,42.71,1.183755880397221,42.5,43.0,0.0,1.58,0.5128125,0.5,0.2859811442101559,0.43,0.71,5.75,23.25,13.615937500000001,13.25,2.674952405388505,12.0,15.0,0.0,5.21,0.54975,0.43,0.6373656230924288,0.0,0.82,8.0,26.0,22.7461875,23.5,2.215686369918755,22.33,24.0,0.0,4.06,0.5215625,0.47,0.5288236318412312,0.0,0.71
bending1_dataset7.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,40.75,45.0,43.06725,42.775,0.9945972488902228,42.0,43.75,0.0,1.12,0.40875000000000006,0.47,0.27570987922089407,0.0,0.5,4.0,26.33,15.4130625,15.0,3.6941555186664448,13.1875,17.0,0.0,5.17,0.8255624999999999,0.5,0.9113525298114612,0.30000000000000004,1.12,11.33,30.75,23.47725,23.0,4.602762343147862,21.0,28.125,0.0,2.28,0.5221875,0.43,0.5136933324890931,0.0,0.83,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,36.67,48.0,44.613687500000005,44.5,1.4535988192564515,44.33,45.0,0.0,1.5,0.3714375,0.47,0.27635087948792564,0.0,0.5,1.5,24.0,16.7839375,18.0,3.8260567326026083,15.1875,18.25,0.0,2.5,0.460625,0.43,0.5571183531126936,0.0,0.71,16.25,25.5,21.331375,21.25,2.237749563596204,19.25,23.5,0.0,2.12,0.5123125,0.47,0.41917511536796886,0.0,0.83,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,36.25,48.0,44.226437499999996,44.5,1.8557236953797165,44.25,44.75,0.0,1.25,0.45918749999999997,0.47,0.22579850496349615,0.43,0.5,3.0,22.0,15.4070625,15.875,3.519335625667684,13.6875,18.0,0.0,3.56,0.712875,0.47,0.8079722980245053,0.0,1.0,13.75,26.0,21.502625000000002,21.5,1.9817131122781118,20.73,23.0,0.0,2.96,0.6314375,0.5,0.5139125009121203,0.43,0.87
bending2_dataset3.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,21.0,50.0,27.839874999999996,25.29,7.313676656400323,24.25,26.0625,0.0,6.5,0.5076875,0.47,0.6329318899721754,0.43,0.5,2.75,26.75,13.1666875,13.0,4.763562837031096,9.33,16.27,0.0,6.44,0.9731874999999999,0.5,1.1703543116696542,0.43,1.2625,9.0,33.75,23.133499999999998,22.835,6.066261018947338,18.5,28.5,0.0,13.61,1.6263750000000001,1.09,1.7557428938699995,0.5,2.0524999999999998,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,32.25,48.0,36.807875,34.75,4.6133579672918295,33.0,42.0,0.0,9.9,0.6055625,0.43,1.0423427620479504,0.0,1.0,11.33,28.25,18.26425,18.0,3.96318252008408,15.0,21.25,0.0,7.4,0.6550625,0.47,0.968604019243029,0.0,0.7374999999999999,5.0,28.5,19.4853125,20.585,4.788027767499239,16.0,23.67,0.0,7.13,1.1318750000000002,0.83,1.2593109164836935,0.47,1.3,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,27.0,35.25,33.110875,33.0,1.049627545548896,33.0,33.75,0.0,1.5,0.43512500000000004,0.0,0.605379000606232,0.0,1.2625,0.0,24.33,10.393937500000002,10.0,5.775126848918018,5.5,14.75,0.0,4.92,0.9784375000000001,0.83,0.8838265857020539,0.43,1.3,11.5,23.75,18.4183125,18.5,1.9662013572733972,18.0,19.5,0.0,4.5,0.7278749999999999,0.605,0.49587093519886805,0.47,0.8875
bending2_dataset4.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,30.0,33.0,31.124312500000002,31.25,0.8787182582282845,30.25,31.67,0.0,1.0,0.399625,0.47,0.29248266508461657,0.0,0.5,0.0,14.5,8.0718125,9.0,3.8658773053271815,5.0,11.0,0.0,4.44,0.8412499999999999,0.5,0.8595498458495586,0.43,1.0,11.0,23.25,18.60125,18.25,2.077085021731176,17.6275,19.535,0.0,6.4,0.7371874999999999,0.71,0.7022296382550013,0.47,0.94,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,28.5,30.5,29.607000000000006,30.0,0.5080081200138438,29.0,30.0,0.0,0.5,0.11193750000000002,0.0,0.19777985512622362,0.0,0.0,1.25,12.75,6.003937500000001,5.75,2.28963427671184,4.75,7.0,0.0,2.06,0.39799999999999996,0.43,0.39878064145592623,0.0,0.5,14.75,19.5,16.8675,16.67,1.0629240330334055,16.0,17.5,0.0,1.7,0.7018125,0.71,0.30354339038060113,0.5,0.94,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,27.5,30.0,28.914499999999997,29.0,0.6328208672286337,28.5,29.33,0.0,0.87,0.25775,0.43,0.24845258601994868,0.0,0.47,0.0,13.67,10.423,11.0,2.171743481629449,9.33,12.0,0.0,2.5,0.39468749999999997,0.43,0.4617587598993115,0.0,0.5,15.75,21.33,18.8849375,18.75,1.1386927795036508,18.25,19.67,0.0,1.48,0.665875,0.71,0.3242306036989722,0.47,0.87
bending2_dataset5.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,25.25,39.25,31.110125000000004,28.0,5.033524235997578,27.0,36.5,0.0,3.67,0.330875,0.0,0.5136345825341203,0.0,0.47,0.0,21.25,6.766062499999999,6.125,6.125517437008383,1.0,11.25,0.0,3.3,0.57025,0.43,0.7392521136256561,0.0,0.83,9.25,30.0,19.0726875,18.5,3.6388339000761976,17.33,20.5,0.0,6.02,0.9043749999999999,0.605,0.9475136460099137,0.47,1.0,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,19.0,43.75,25.4610625,21.33,6.168576983072656,21.0,30.0,0.0,6.4,0.7072499999999999,0.47,0.9676272203178248,0.0,0.8574999999999999,1.0,25.33,17.385875000000002,17.75,4.715624479787911,14.6275,21.0,0.0,5.76,1.0534375,0.83,1.0596273206150122,0.30000000000000004,1.5,1.67,28.5,14.87525,15.5,4.46665408191635,12.31,17.67,0.0,6.73,1.4963125,1.12,1.2349471759325377,0.6425,2.165,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,27.0,45.5,36.243125000000006,38.25,7.430391829128192,27.67,43.5,0.0,4.92,0.363375,0.0,0.5724889600463925,0.0,0.5,7.0,32.75,19.6175625,19.125,4.541905402316714,15.75,24.0,0.0,11.42,0.7089375,0.47,1.1338791805539734,0.0,0.87,8.5,36.0,21.219312499999997,18.225,6.94937372374977,15.1875,27.0,0.0,5.61,0.921375,0.82,0.9205443277621127,0.43,1.22
bending2_dataset6.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,25.0,47.5,36.337374999999994,38.29,4.883306575403084,30.5,40.0625,0.0,6.38,0.6866875,0.5,0.7973093203667884,0.0,0.955,2.33,28.33,19.068062500000003,20.5,5.551506270472344,16.5,24.0,0.0,5.32,0.8688750000000001,0.5,0.9256247805536539,0.0,1.2275,3.0,40.33,22.569875,24.0,7.500023665587663,18.375,28.27,0.0,3.74,0.9908125,0.82,0.8350411455992753,0.47,1.25,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,27.5,32.0,29.390562499999998,29.5,0.8537866001488604,29.0,30.0,0.0,1.5,0.27825,0.185,0.32265412983564923,0.0,0.47,2.0,19.0,12.821125,14.0,3.3974374511350462,11.6275,15.0,0.0,4.44,0.8806875,0.71,0.8048230565433312,0.43,1.2625,0.0,15.75,10.427187499999999,10.75,3.7546529752886286,8.25,13.69,0.0,4.92,1.1356249999999999,1.0,0.8642950071445513,0.5,1.41,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,25.0,33.0,27.4468125,27.0,1.251595667475623,27.0,27.67,0.0,2.18,0.25143750000000004,0.0,0.3202008097955875,0.0,0.47,2.75,19.0,14.0008125,14.67,2.4072512778776853,13.0,15.0625,0.0,5.15,0.7210624999999998,0.47,0.9574560021712487,0.0,0.83,0.0,18.25,10.224499999999999,11.0,3.7856230993061106,7.9375,13.27,0.0,4.5,1.167875,1.0,0.7795322215117217,0.71,1.41
cycling_dataset10.csv,0.0,39750.0,19875.0,19875.0,11546.779854141154,9937.5,29812.5,29.67,44.0,36.8854375,36.0,3.7125112536656037,33.75,40.3725,0.0,7.78,2.6702500000000002,2.165,1.7093777925022895,1.3,3.87,6.0,24.0,14.554624999999998,14.25,3.12193127076414,12.25,16.5,0.0,7.52,2.9210000000000003,2.62,1.6353238211436902,1.7675,3.925,8.67,22.0,17.1373125,17.33,2.5510923449267278,15.9375,19.0,0.0,8.38,2.637,2.205,1.65292309258477,1.41,3.6550000000000002,40000.0,79750.0,59875.0,59875.0,11546.779854141154,49937.5,69812.5,28.33,44.0,36.4963125,35.75,3.8553241792803563,33.4375,39.5625,0.0,10.47,2.6793750000000003,2.145,1.8996696053195672,1.25,4.03,5.67,21.25,14.104000000000003,14.25,3.1339229010937717,12.0,16.0,0.0,6.61,2.7193125,2.55,1.4205008455976893,1.6549999999999998,3.5625,10.67,23.5,17.1144375,17.0,2.653193063761804,15.4575,19.0,0.0,8.99,2.6828125,2.45,1.5966993971451702,1.5,3.6399999999999997,80000.0,119750.0,99875.0,99875.0,11546.779854141154,89937.5,109812.5,27.0,45.0,37.0768125,36.33,4.089546792108357,33.75,41.25,0.0,9.49,2.4508125,1.745,1.835100123928869,1.22,3.6475,6.33,25.0,17.249249999999996,17.125,3.379851429796878,15.0,19.0625,0.0,10.61,3.17075,2.9299999999999997,1.8627256742472842,1.79,4.1725,11.0,24.67,17.637062500000003,18.0,3.071168669430865,15.1875,20.0,0.0,8.62,3.3428750000000003,2.975,1.8152098320511048,2.0575,4.3
