# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
60000,37.5,1.5,20.75,0.43,11.0,2.35
60250,30.75,6.3,16.5,3.35,14.33,4.78
60500,26.25,3.34,19.0,0.71,14.75,1.09
60750,37.0,8.92,16.33,5.25,15.33,5.79
61000,35.5,5.55,19.75,3.49,21.75,1.3
61250,28.0,3.74,17.67,2.87,18.67,7.54
61500,43.67,2.62,13.33,1.89,14.5,8.65
61750,36.0,5.61,18.25,2.77,18.0,4.24
62000,30.75,5.12,16.33,1.89,16.67,4.64
62250,35.25,8.32,20.8,1.72,16.0,1.9
62500,28.25,7.56,15.0,6.6,12.67,2.62
62750,31.25,8.5,22.5,1.12,16.5,2.87
63000,38.75,6.72,17.0,4.42,15.25,5.4
63250,33.75,3.11,15.5,2.87,16.75,6.18
63500,29.5,6.87,18.25,2.38,13.5,5.02
63750,35.0,5.05,14.67,6.02,14.33,2.62
64000,38.75,2.17,17.0,3.56,17.5,3.91
64250,37.75,6.61,10.25,4.87,15.33,2.62
64500,36.5,6.42,15.25,2.68,20.75,2.49
64750,26.67,0.47,13.5,2.6,19.0,2.0
65000,33.25,6.68,15.25,4.44,20.5,7.26
65250,39.25,2.17,14.75,3.9,18.25,4.82
65500,35.75,1.79,14.5,2.29,21.25,1.92
65750,37.5,1.5,13.25,4.76,19.5,4.5
66000,28.33,1.89,16.33,3.09,16.75,4.87
66250,37.25,4.97,14.5,5.36,19.0,3.24
66500,37.5,5.41,16.25,5.58,16.75,3.83
66750,28.0,6.04,17.75,2.17,9.75,5.4
67000,35.0,8.75,13.75,2.17,18.0,3.67
67250,34.75,5.07,14.5,2.87,15.75,5.36
67500,28.75,8.23,19.67,3.4,20.75,3.49
67750,34.25,5.12,17.67,0.47,18.25,1.92
68000,37.0,5.7,16.5,1.66,18.25,1.09
68250,31.5,4.5,13.67,1.25,13.33,1.25
68500,36.5,7.23,13.0,6.67,9.75,3.11
68750,34.25,4.6,12.75,1.92,18.75,1.92
69000,25.0,3.54,15.0,4.95,19.75,3.03
69250,34.0,2.74,12.75,5.93,12.75,1.3
69500,36.0,2.12,13.25,2.17,14.75,2.17
69750,37.25,3.27,13.0,2.16,13.0,1.41
70000,41.0,6.6,14.0,1.63,15.33,2.05
70250,25.5,9.55,15.75,2.86,15.0,5.24
70500,28.0,1.63,15.5,7.3,9.67,3.3
70750,37.0,1.22,16.25,2.49,14.0,3.39
71000,36.0,0.0,17.0,3.74,12.0,5.48
71250,36.25,2.86,13.0,1.73,17.75,1.92
71500,35.25,4.44,9.5,6.69,16.0,6.68
71750,29.5,1.66,14.25,3.34,17.25,3.03
72000,37.25,6.14,18.5,0.87,11.5,2.96
72250,37.5,4.5,17.75,1.79,17.75,3.83
72500,35.0,2.74,13.0,1.58,16.67,1.25
72750,37.0,2.83,17.67,2.49,13.67,4.64
73000,26.75,8.01,14.67,2.87,15.67,1.7
73250,33.25,6.61,16.25,3.9,17.75,3.96
73500,41.0,1.41,17.5,0.87,13.67,6.18
73750,36.67,0.94,17.33,4.78,15.25,2.17
74000,39.33,2.49,9.33,1.25,16.5,1.66
74250,34.75,5.58,14.25,2.49,13.0,7.58
74500,31.75,3.27,15.25,6.1,16.75,9.12
74750,25.5,12.09,12.75,4.32,17.0,4.36
75000,39.5,2.6,16.25,2.05,15.25,2.95
75250,33.25,3.9,15.75,6.87,15.0,1.87
75500,38.75,3.9,16.25,3.96,13.5,5.94
75750,34.5,8.08,15.25,2.38,19.0,2.55
76000,26.25,3.96,18.25,2.17,18.0,4.3
76250,39.25,4.66,15.25,3.27,13.0,5.89
76500,37.25,4.76,21.0,4.08,14.75,2.05
76750,33.75,3.27,14.67,2.05,16.0,2.83
77000,34.0,11.29,15.67,4.99,11.0,4.97
77250,38.0,5.1,14.0,6.4,15.67,2.62
77500,27.33,2.05,10.0,5.1,15.0,5.89
77750,41.25,4.32,10.75,2.68,20.5,2.29
78000,37.67,1.25,17.33,4.92,19.25,2.77
78250,32.25,6.83,12.75,3.27,12.75,3.96
78500,35.5,5.89,14.25,1.48,14.75,8.2
78750,28.75,4.09,16.75,5.76,16.0,6.16
79000,28.5,5.72,12.25,7.26,20.25,2.28
79250,38.0,5.2,12.0,4.42,16.0,2.45
79500,34.75,1.48,20.25,3.9,16.5,3.35
79750,34.0,4.58,9.5,4.82,13.25,2.95
80000,34.25,12.68,12.67,4.11,11.67,6.18
80250,27.0,6.04,12.0,3.56,18.0,3.56
80500,31.75,4.21,17.75,3.56,15.5,6.1
80750,39.0,3.08,12.25,6.61,10.0,5.34
81000,35.0,1.41,17.25,1.48,13.33,5.19
81250,38.25,1.48,19.25,1.3,12.0,2.55
81500,35.75,6.26,15.25,2.17,14.75,4.97
81750,29.25,2.49,18.25,3.19,16.0,2.92
82000,30.33,2.36,18.33,3.77,19.0,4.42
82250,35.75,3.9,19.25,1.3,15.5,4.33
82500,35.25,2.49,15.75,1.3,14.25,8.17
82750,37.0,6.12,9.33,6.02,16.75,0.83
83000,32.5,7.7,17.0,4.06,15.25,6.26
83250,26.0,2.74,18.25,4.02,18.25,4.21
83500,36.0,7.18,11.0,6.44,15.33,2.87
83750,35.25,2.59,14.75,1.64,16.5,2.69
84000,35.25,4.66,21.25,2.17,17.25,1.3
84250,42.5,4.5,16.5,3.84,16.75,4.92
84500,31.25,3.27,15.75,1.79,18.25,0.83
84750,35.5,4.15,19.5,3.35,13.0,5.87
85000,39.0,4.74,23.0,2.12,19.5,3.04
85250,28.5,3.2,21.75,2.49,15.0,2.83
85500,37.75,4.71,19.75,2.86,16.5,8.79
85750,36.25,6.38,13.75,5.45,17.5,3.77
86000,33.5,5.68,14.33,1.7,19.0,0.82
86250,34.75,6.38,17.0,2.92,16.75,7.01
86500,38.75,6.02,17.25,3.77,13.75,5.89
86750,36.0,0.0,20.0,1.41,17.67,1.25
87000,36.33,7.59,13.5,2.69,15.0,4.56
87250,35.25,3.77,16.25,2.59,16.25,5.12
87500,31.0,1.41,18.5,2.87,24.0,2.45
87750,31.25,9.07,15.75,4.44,17.75,1.79
88000,37.5,1.5,19.75,2.49,15.0,2.55
88250,35.75,4.26,18.25,3.27,10.5,3.2
88500,41.0,1.22,10.33,5.44,14.25,4.15
88750,15.5,2.69,13.0,4.06,21.67,1.7
89000,36.5,4.33,15.5,3.35,18.75,2.49
89250,39.67,1.7,14.67,0.47,16.75,2.95
89500,30.75,6.5,11.5,2.29,13.5,1.5
89750,29.25,11.26,20.0,4.9,17.75,2.68
90000,41.75,6.14,19.25,2.17,15.5,7.02
90250,31.5,3.35,13.33,2.36,15.75,1.92
90500,29.75,2.05,17.75,2.17,11.67,0.47
90750,28.75,8.47,15.25,4.44,15.25,3.77
91000,32.5,3.57,13.0,2.74,15.5,2.29
91250,33.5,6.18,15.0,1.87,12.67,6.85
91500,32.25,7.6,14.0,1.41,16.0,3.74
91750,29.0,1.22,15.0,6.0,14.33,0.47
92000,35.67,6.18,16.0,1.41,16.67,1.25
92250,37.0,3.24,17.25,3.27,12.5,2.5
92500,31.5,5.32,18.0,3.08,15.5,4.03
92750,39.0,1.63,14.67,3.4,15.0,2.55
93000,31.75,5.76,11.0,5.0,21.33,1.25
93250,27.33,1.25,17.33,1.7,15.0,3.0
93500,38.5,4.27,12.0,3.74,19.5,1.5
93750,34.0,2.83,9.67,7.32,14.5,4.72
94000,32.5,3.2,16.25,2.95,16.25,2.28
94250,37.25,3.7,11.75,0.43,12.75,6.3
94500,28.25,2.49,14.25,4.66,17.5,4.61
94750,29.5,4.15,17.75,3.19,16.0,4.06
95000,41.0,5.05,15.0,1.41,17.75,1.48
95250,34.5,2.6,14.0,3.39,12.25,3.96
95500,36.0,0.0,18.67,2.36,16.33,2.36
95750,33.25,3.63,13.75,4.02,18.0,3.0
96000,27.5,2.87,16.5,2.69,10.5,2.6
96250,36.33,3.68,15.75,5.12,6.67,6.65
96500,38.0,4.24,14.5,4.15,12.5,4.97
96750,35.0,1.41,15.0,1.63,11.5,3.77
97000,33.75,3.96,12.25,4.21,20.33,1.25
97250,31.75,6.22,9.75,5.93,21.0,0.71
97500,29.75,1.79,15.25,2.95,15.75,4.49
97750,37.75,5.07,13.67,1.7,21.0,2.24
98000,39.25,4.55,21.33,1.25,11.0,6.16
98250,32.5,5.12,11.0,7.0,17.67,4.03
98500,32.5,9.66,14.0,2.0,16.0,3.67
98750,29.75,1.64,15.5,2.18,19.5,2.6
99000,29.0,2.92,12.0,0.0,15.0,2.45
99250,39.5,3.35,16.25,4.6,16.75,2.49
99500,34.5,2.6,14.33,2.05,16.25,3.27
99750,35.67,7.54,15.5,4.03,12.5,2.5
100000,36.67,1.25,22.0,1.41,16.5,2.6
100250,29.0,7.87,14.33,4.11,14.67,2.36
100500,40.67,3.68,12.33,5.91,18.25,2.28
100750,41.25,3.27,13.75,4.38,20.5,2.18
101000,35.5,3.57,13.0,5.39,17.0,3.54
101250,36.5,2.87,13.0,2.74,19.5,4.5
101500,27.25,3.7,17.0,1.58,16.5,2.06
101750,30.0,2.55,16.5,4.03,10.25,4.38
102000,39.0,7.04,16.33,2.87,8.0,3.54
102250,34.25,1.79,15.5,2.96,16.0,2.74
102500,27.75,8.7,18.67,0.47,18.33,3.09
102750,34.67,1.89,16.75,2.86,19.0,1.41
103000,29.5,1.5,13.5,5.94,16.75,4.02
103250,34.0,5.7,16.0,5.7,21.0,0.71
103500,38.75,4.92,15.5,4.39,17.5,2.87
103750,27.5,5.02,9.25,5.12,16.5,1.5
104000,32.0,9.9,12.33,3.86,18.0,0.71
104250,38.75,6.38,13.25,1.79,16.5,4.72
104500,27.75,3.27,13.75,3.27,15.25,3.27
104750,32.5,3.77,14.25,7.29,15.5,4.33
105000,37.5,4.5,11.25,1.3,16.75,1.64
105250,31.75,5.36,13.75,4.02,13.67,3.68
105500,40.25,1.3,11.67,6.02,16.5,5.41
105750,29.67,2.05,11.5,5.94,17.75,5.07
106000,29.5,5.41,16.25,2.95,18.25,2.17
106250,41.5,3.04,16.33,1.25,19.67,1.7
106500,36.0,2.45,14.0,1.41,12.0,4.0
106750,36.6,3.5,15.25,3.49,14.6,4.72
107000,33.75,17.24,15.75,2.49,16.5,8.08
107250,28.25,2.49,15.0,6.16,16.25,4.76
107500,23.67,2.05,18.0,4.64,14.67,2.05
107750,37.25,1.3,18.5,5.68,13.25,3.96
108000,35.25,3.27,19.75,2.95,14.33,0.94
108250,43.0,2.16,18.67,2.62,14.67,2.49
108500,40.0,6.16,19.0,4.0,17.0,4.42
108750,30.0,7.1,16.4,5.24,14.0,4.74
109000,38.67,2.05,17.0,4.08,20.0,2.74
109250,37.5,1.5,19.0,4.58,21.25,4.92
109500,33.25,2.49,21.75,1.09,17.5,2.29
109750,32.5,8.44,19.0,2.45,16.75,6.57
110000,32.0,7.38,16.5,4.56,18.5,5.94
110250,26.25,2.86,18.0,2.55,21.25,0.43
110500,30.5,9.76,17.75,2.68,18.33,3.77
110750,40.25,4.44,13.5,2.69,8.75,4.82
111000,36.0,3.67,16.75,1.79,14.75,2.17
111250,34.75,7.6,16.5,3.35,19.0,2.92
111500,35.5,4.15,12.75,1.92,21.25,5.97
111750,29.0,2.74,17.75,2.77,17.0,8.09
112000,39.75,4.15,20.0,2.94,14.0,3.56
112250,31.0,3.67,15.75,8.84,22.25,3.34
112500,41.0,4.74,13.25,5.12,20.5,3.91
112750,41.33,4.78,15.25,1.92,21.33,1.25
113000,34.0,2.12,16.75,5.67,17.0,1.22
113250,35.8,5.78,15.33,3.09,19.8,4.26
113500,34.0,3.56,13.75,7.46,16.0,3.74
113750,31.0,1.41,14.75,4.02,8.5,3.5
114000,37.0,1.22,17.0,2.92,16.25,1.79
114250,40.33,6.6,18.67,6.85,18.25,3.63
114500,32.75,6.83,15.25,3.83,15.25,3.96
114750,29.5,7.53,13.0,2.55,12.5,3.28
115000,38.5,4.33,12.75,2.49,19.0,2.12
115250,30.5,0.87,17.25,2.49,18.5,3.04
115500,36.5,2.29,15.5,5.02,15.25,2.68
115750,32.5,6.42,20.75,1.3,14.5,5.12
116000,27.25,2.38,16.33,3.4,11.25,3.96
116250,36.25,5.63,12.0,2.12,10.33,2.36
116500,36.75,4.92,15.5,4.82,10.67,3.68
116750,35.0,2.12,14.0,6.36,15.25,5.36
117000,34.75,7.95,17.67,0.47,19.0,5.1
117250,35.5,4.97,11.75,1.79,16.0,2.74
117500,28.0,3.24,15.0,0.0,21.67,5.56
117750,34.5,1.5,17.0,1.73,15.0,4.74
118000,36.0,0.0,18.5,4.15,15.0,2.45
118250,36.0,2.45,14.75,4.55,14.67,3.4
118500,37.25,7.26,14.0,1.58,13.25,4.92
118750,31.5,1.66,12.5,3.2,14.25,4.44
119000,27.33,1.25,11.33,0.94,20.0,4.0
119250,37.8,7.68,14.2,2.48,17.25,0.83
119500,33.75,1.3,15.75,5.21,16.5,2.69
119750,32.67,3.09,18.67,0.47,14.0,3.16
