# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,41.25,1.3,24.0,0.0,32.33,0.94
250,41.0,1.0,22.5,1.12,33.5,0.87
500,44.25,0.83,21.75,0.83,31.5,1.5
750,45.0,0.0,20.0,1.22,30.0,0.0
1000,45.25,0.43,15.25,2.86,30.5,0.5
1250,45.33,0.47,11.5,0.5,30.0,0.0
1500,46.75,0.43,13.0,0.82,30.0,0.0
1750,46.33,0.47,12.33,0.47,30.0,0.0
2000,45.5,0.5,12.33,0.47,29.67,0.47
2250,45.0,0.0,14.5,1.12,30.0,0.0
2500,45.0,0.0,18.0,0.71,27.25,1.79
2750,45.0,0.0,16.33,1.25,26.0,0.71
3000,45.0,0.0,17.75,0.43,25.0,1.22
3250,45.0,0.0,15.75,1.92,25.75,1.3
3500,45.0,0.0,13.25,0.43,27.0,0.0
3750,45.0,0.0,14.25,0.43,27.0,0.0
4000,45.0,0.0,17.0,1.58,26.25,0.83
4250,45.0,0.0,18.75,1.09,25.25,0.83
4500,45.0,0.0,15.5,0.5,23.5,0.5
4750,45.0,0.0,16.5,0.5,24.5,0.87
5000,44.5,0.5,16.0,1.22,21.75,0.43
5250,45.0,0.0,18.75,0.83,21.5,0.5
5500,44.5,0.5,20.75,0.43,21.25,0.43
5750,44.5,0.5,18.5,0.87,21.0,0.0
6000,44.5,0.5,20.75,0.43,21.5,0.87
6250,44.5,0.5,21.0,0.0,23.25,0.43
6500,45.0,0.0,20.75,0.43,23.25,0.83
6750,45.0,0.0,22.0,0.71,24.0,0.0
7000,45.0,0.0,23.0,0.82,23.67,0.47
7250,45.0,0.0,19.5,3.35,23.5,3.04
7500,45.0,0.0,15.5,2.5,27.75,0.43
7750,45.0,0.0,19.0,0.71,24.0,0.0
8000,45.0,0.0,19.0,2.12,23.67,0.47
8250,45.0,0.0,21.75,0.43,24.33,0.47
8500,45.0,0.0,19.0,2.0,24.5,0.5
8750,45.0,0.0,18.75,0.43,28.25,0.83
9000,45.0,0.0,17.5,1.66,26.75,1.79
9250,45.0,0.0,7.75,4.32,25.75,1.79
9500,45.0,0.0,9.33,2.62,28.25,0.83
9750,45.0,0.0,18.5,0.87,25.75,1.09
10000,45.0,0.0,18.75,0.43,25.25,1.3
10250,45.0,0.0,20.0,0.82,21.33,0.47
10500,45.0,0.0,20.67,0.47,22.0,1.0
10750,45.0,0.0,20.0,0.71,23.5,0.87
11000,45.0,0.0,18.33,0.47,25.0,0.82
11250,45.0,0.0,19.2,0.4,25.0,1.1
11500,45.0,0.0,19.67,0.94,23.33,0.47
11750,45.0,0.0,21.0,0.0,23.75,0.43
12000,45.0,0.0,19.5,1.12,24.33,0.47
12250,45.0,0.0,14.33,1.25,24.5,0.5
12500,45.0,0.0,13.0,0.71,22.0,1.22
12750,45.0,0.0,15.25,0.83,19.5,0.87
13000,45.0,0.0,17.75,0.43,22.0,0.71
13250,45.0,0.0,17.75,0.43,23.5,0.87
13500,45.0,0.0,18.25,0.43,22.75,0.43
13750,45.0,0.0,19.5,0.5,21.0,2.24
14000,45.0,0.0,20.5,0.5,23.75,0.43
14250,45.0,0.0,20.0,0.0,24.0,0.0
14500,45.0,0.0,19.25,1.3,23.75,0.43
14750,45.0,0.0,20.0,1.0,23.67,0.47
15000,45.0,0.0,20.75,0.43,24.0,0.0
15250,45.0,0.0,20.0,1.22,23.75,0.43
15500,45.0,0.0,16.0,2.16,22.75,1.3
15750,45.0,0.0,14.5,0.5,21.25,0.43
16000,45.25,0.43,16.0,2.12,22.0,1.22
16250,45.25,0.43,17.5,1.66,23.75,0.43
16500,45.0,0.0,15.0,0.71,23.5,1.5
16750,45.25,0.43,15.0,0.71,23.75,0.43
17000,45.0,0.0,13.33,1.89,23.67,0.47
17250,45.0,0.0,15.5,1.66,25.5,1.12
17500,45.0,0.0,15.0,0.71,24.25,0.43
17750,45.0,0.0,17.25,2.86,24.0,1.63
18000,45.0,0.0,18.75,2.49,25.5,1.12
18250,45.0,0.0,20.25,1.3,24.75,0.83
18500,45.0,0.0,20.33,0.47,23.0,0.71
18750,45.0,0.0,20.5,0.5,24.0,2.12
19000,45.0,0.0,19.5,0.87,27.25,0.43
19250,45.0,0.0,17.5,1.8,24.0,1.87
19500,45.0,0.0,20.25,0.83,21.75,0.83
19750,45.0,0.0,18.0,0.71,23.5,0.87
20000,45.0,0.0,18.75,0.43,24.5,0.5
20250,45.0,0.0,18.33,0.47,23.67,0.47
20500,45.0,0.0,20.25,0.43,21.0,0.0
20750,45.0,0.0,18.75,0.83,22.0,1.41
21000,45.0,0.0,17.0,0.0,24.0,0.0
21250,45.0,0.0,18.0,0.0,24.0,0.0
21500,45.0,0.0,18.25,0.43,23.5,0.5
21750,45.0,0.0,18.0,0.0,24.0,0.0
22000,45.0,0.0,18.0,0.0,24.0,0.0
22250,45.0,0.0,17.0,0.82,23.67,0.47
22500,45.0,0.0,16.33,0.47,24.33,0.47
22750,45.0,0.0,16.75,0.43,23.75,0.43
23000,45.0,0.0,18.75,0.83,24.0,0.0
23250,45.0,0.0,18.5,0.5,23.75,0.43
23500,45.0,0.0,16.5,0.5,23.33,0.47
23750,45.0,0.0,20.0,1.22,25.25,1.3
24000,45.0,0.0,15.67,2.62,26.5,0.87
24250,45.0,0.0,16.0,2.45,26.5,0.87
24500,45.0,0.0,18.75,1.3,25.0,1.22
24750,45.0,0.0,21.5,1.5,24.0,0.71
25000,45.0,0.0,20.75,1.79,23.25,1.3
25250,45.0,0.0,22.5,1.66,23.75,1.79
25500,45.0,0.0,16.25,3.49,17.75,3.42
25750,45.0,0.0,11.67,2.05,15.0,4.24
26000,45.0,0.0,13.75,1.09,18.25,1.09
26250,45.0,0.0,14.75,3.49,22.0,1.22
26500,45.0,0.0,18.25,1.79,24.5,0.87
26750,45.0,0.0,19.5,6.18,23.0,3.56
27000,45.0,0.0,17.0,1.41,23.75,0.43
27250,45.0,0.0,15.25,4.55,24.5,1.5
27500,45.0,0.0,18.0,3.67,26.0,0.71
27750,45.0,0.0,19.0,10.03,22.75,5.26
28000,45.0,0.0,13.75,3.49,26.25,1.48
28250,45.0,0.0,21.0,0.0,26.0,0.71
28500,45.0,0.0,20.25,1.3,25.0,0.71
28750,44.5,0.5,22.0,1.0,25.25,0.83
29000,44.5,0.5,23.5,0.87,26.75,0.43
29250,44.75,0.43,24.0,0.0,27.25,0.83
29500,44.75,0.43,24.75,0.83,25.5,1.12
29750,44.5,0.5,26.67,0.47,24.67,1.7
30000,43.5,0.5,26.67,0.47,21.67,0.47
30250,43.25,0.43,27.0,0.0,23.75,0.43
30500,43.5,0.5,26.5,0.5,23.75,0.43
30750,42.75,0.83,26.5,0.5,24.0,0.0
31000,42.75,0.43,27.0,0.0,24.25,0.43
31250,43.67,0.47,26.75,0.43,25.0,1.41
31500,43.33,0.47,26.0,1.41,24.25,0.43
31750,43.0,0.71,24.5,0.5,24.25,0.43
32000,42.5,0.5,24.5,0.5,24.0,0.0
32250,43.25,0.83,24.0,0.0,23.75,0.43
32500,43.5,0.5,24.0,0.0,23.5,0.5
32750,44.25,0.43,24.0,0.0,22.75,1.09
33000,44.33,0.47,24.0,0.0,23.75,0.43
33250,44.75,0.43,24.0,0.0,22.0,0.82
33500,45.0,0.0,23.5,0.87,24.0,0.0
33750,45.0,0.0,24.25,0.43,23.33,0.47
34000,45.0,0.0,24.0,0.0,23.0,0.82
34250,45.0,0.0,24.0,0.0,22.25,0.83
34500,45.0,0.0,24.0,0.0,22.75,0.83
34750,45.0,0.0,24.0,0.0,21.5,0.5
35000,45.0,0.0,23.5,0.5,23.25,1.3
35250,45.0,0.0,24.0,0.0,24.0,0.0
35500,47.25,0.83,22.75,1.3,25.5,1.12
35750,48.0,0.0,19.75,0.83,24.0,0.0
36000,46.75,1.09,21.0,0.0,23.5,0.5
36250,45.25,0.43,19.75,1.3,23.25,0.83
36500,44.25,0.83,21.5,1.5,21.0,0.0
36750,43.0,0.71,23.25,1.3,21.25,0.43
37000,43.25,0.83,20.33,0.94,21.67,0.94
37250,43.5,0.5,14.0,3.24,20.0,2.55
37500,44.0,0.71,12.0,0.71,22.0,1.22
37750,44.75,0.43,12.0,2.45,21.33,2.05
38000,45.0,0.0,12.5,2.29,22.25,0.83
38250,45.0,0.0,14.0,3.08,22.0,0.0
38500,45.0,0.0,16.75,1.3,22.0,1.0
38750,44.5,0.5,14.75,1.79,23.25,1.3
39000,44.5,0.5,16.0,0.0,23.25,0.43
39250,44.0,0.82,18.67,0.47,21.67,0.47
39500,44.5,0.5,18.5,1.5,21.0,0.0
39750,44.0,0.71,18.25,1.09,21.0,0.0
40000,43.75,0.43,20.0,1.22,20.0,1.73
40250,43.75,0.83,19.25,0.83,21.5,0.87
40500,44.0,0.0,19.25,0.43,21.75,0.83
40750,43.75,0.83,18.67,0.47,21.0,0.82
41000,43.5,0.5,20.75,0.43,20.75,0.43
