# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
60000,44.25,0.83,18.5,0.5,22.0,0.71
60250,43.5,0.5,17.0,0.71,23.75,0.43
60500,43.5,0.5,15.5,2.29,24.0,0.0
60750,43.25,0.83,12.75,1.3,24.0,0.0
61000,43.25,0.83,15.25,0.43,21.0,1.22
61250,43.0,0.71,16.5,1.12,20.0,1.22
61500,43.0,0.71,14.75,1.09,21.5,1.5
61750,42.75,0.43,7.0,3.56,22.67,0.47
62000,43.25,0.43,10.75,3.77,21.5,0.5
62250,43.5,0.5,12.33,2.05,22.75,1.3
62500,44.0,0.82,11.0,2.12,22.67,0.47
62750,43.33,0.47,12.67,2.62,22.0,1.22
63000,43.33,0.47,9.0,4.24,20.0,1.0
63250,43.6,0.49,10.8,1.47,22.75,1.3
63500,44.0,0.0,12.33,0.47,22.75,0.83
63750,44.25,0.43,13.25,2.38,23.75,0.43
64000,44.5,0.5,14.75,1.3,23.75,0.43
64250,44.5,0.5,15.0,1.41,24.0,0.0
64500,44.25,0.83,16.5,1.12,24.75,0.83
64750,44.5,0.5,13.0,0.82,22.67,1.25
65000,44.5,0.5,16.25,0.83,22.5,0.87
65250,44.5,0.5,18.0,0.0,22.0,0.71
65500,44.33,0.94,17.75,0.83,22.0,1.41
65750,44.33,0.47,15.33,0.47,23.75,0.43
66000,44.25,0.83,15.25,0.43,24.25,0.43
66250,43.25,0.83,15.5,0.5,23.75,0.43
66500,42.25,0.43,15.25,0.83,23.75,0.43
66750,42.0,0.0,12.0,0.0,23.75,0.43
67000,42.0,0.0,12.0,0.0,23.5,0.87
67250,42.0,0.0,12.0,0.0,23.5,0.5
67500,42.0,0.0,13.25,0.83,23.25,0.43
67750,42.25,0.43,15.0,0.0,22.5,0.5
68000,42.5,0.5,13.5,0.5,23.0,0.71
68250,42.0,0.0,15.0,0.0,22.5,0.5
68500,42.25,0.43,15.0,0.0,22.67,0.47
68750,42.25,0.43,14.75,0.43,23.5,0.5
69000,42.25,0.43,15.0,0.0,23.25,0.83
69250,42.0,0.0,15.0,0.0,23.0,0.71
69500,42.5,0.5,14.0,1.0,23.25,0.83
69750,42.33,0.47,14.0,0.0,24.0,0.0
70000,42.5,0.5,14.25,0.43,24.0,0.0
70250,42.5,0.5,15.0,0.0,24.0,0.0
70500,42.33,0.47,15.0,0.0,24.25,0.43
70750,42.5,0.5,15.0,0.0,23.5,0.5
71000,42.5,0.5,15.0,0.0,23.0,0.71
71250,42.33,0.47,15.33,0.47,23.0,0.71
71500,42.5,0.5,15.0,0.0,23.25,0.83
71750,42.5,0.5,15.0,0.0,23.25,0.43
72000,42.5,0.5,15.0,0.0,23.0,0.71
72250,42.5,0.5,15.0,0.0,22.75,0.43
72500,42.5,0.5,15.0,0.0,23.0,0.0
72750,42.5,0.5,15.0,0.0,22.5,0.5
73000,42.5,0.5,15.0,0.0,22.75,0.43
73250,42.5,0.5,14.25,0.43,23.25,0.83
73500,42.5,0.5,15.25,0.43,23.0,0.0
73750,42.5,0.5,14.67,0.47,23.67,0.47
74000,42.5,0.5,14.25,0.43,23.75,0.43
74250,42.5,0.5,13.6,0.49,23.8,0.4
74500,42.5,0.5,12.67,0.47,23.33,0.47
74750,42.5,0.5,12.75,0.43,23.5,0.5
75000,42.5,0.5,12.75,0.43,23.5,0.5
75250,42.5,0.5,12.75,0.83,23.5,0.5
75500,42.67,0.47,13.0,0.71,23.67,0.47
75750,42.33,0.47,13.33,0.47,23.5,0.5
76000,42.33,0.47,13.67,0.47,23.0,0.71
76250,42.5,0.5,14.5,0.5,23.25,0.83
76500,42.5,0.5,15.0,0.0,22.75,0.43
76750,42.5,0.5,15.0,0.0,23.0,0.71
77000,42.5,0.5,15.0,0.0,22.5,0.5
77250,42.75,0.83,15.0,0.0,22.5,0.5
77500,42.5,0.5,15.0,0.0,23.5,0.5
77750,42.5,0.5,14.75,0.43,23.75,0.43
78000,42.5,0.5,15.0,0.0,23.5,0.5
78250,42.5,0.5,15.0,0.0,23.5,0.5
78500,42.75,0.43,15.0,0.0,23.0,0.82
78750,42.5,0.5,14.75,0.43,23.5,0.5
79000,42.67,0.47,15.0,0.0,22.67,0.47
79250,42.67,0.94,14.67,0.47,22.75,0.83
79500,42.5,0.5,15.0,0.0,22.5,0.5
79750,42.75,0.43,15.0,0.0,22.5,0.5
80000,43.25,0.83,14.75,0.43,22.5,0.5
80250,42.5,0.5,13.5,0.5,22.75,0.83
80500,43.0,0.71,14.25,0.43,22.5,0.87
80750,42.5,0.5,14.0,0.0,22.25,0.83
81000,42.75,0.43,14.5,0.5,22.5,0.5
81250,42.5,0.5,14.67,0.47,22.33,0.47
81500,42.67,0.47,15.0,0.0,23.0,0.82
81750,42.5,0.5,15.0,0.0,22.75,0.83
82000,42.67,0.47,15.0,0.0,22.5,0.5
82250,42.75,0.83,15.0,0.0,23.0,0.71
82500,43.25,0.83,15.0,0.0,23.25,0.43
82750,42.75,0.83,14.75,0.43,24.0,0.0
83000,42.67,0.47,15.0,0.0,24.0,0.0
83250,42.6,0.49,15.4,0.49,23.83,0.37
83500,43.5,0.5,16.0,0.82,23.33,0.94
83750,42.5,0.5,14.33,0.94,21.75,0.83
84000,42.5,0.5,12.67,0.47,22.33,0.94
84250,42.67,0.47,12.0,0.0,21.67,0.47
84500,42.75,0.43,12.0,0.0,21.75,0.83
84750,42.5,0.5,12.0,0.0,22.0,0.0
85000,42.67,0.47,12.33,0.47,22.25,1.09
85250,44.25,0.43,14.25,0.43,23.75,0.43
85500,44.67,0.47,14.5,0.5,24.0,0.0
85750,45.0,0.0,15.25,0.43,24.0,0.0
86000,44.75,0.43,16.0,0.0,24.5,0.5
86250,44.5,0.5,15.75,0.43,24.0,0.0
86500,44.5,0.5,15.25,0.43,24.0,0.0
86750,44.25,0.83,13.75,0.83,24.0,0.0
87000,43.5,0.5,14.0,0.71,23.5,0.5
87250,44.5,0.5,15.0,0.0,23.67,0.47
87500,44.5,0.5,14.75,0.43,24.25,0.43
87750,44.67,0.47,13.0,0.71,24.0,0.0
88000,45.0,0.0,15.0,0.0,24.25,0.43
88250,45.0,0.0,16.33,1.25,25.5,0.5
88500,46.0,0.71,19.5,0.87,26.0,1.0
88750,46.5,0.5,21.0,0.0,24.5,0.87
89000,45.75,0.83,20.75,0.43,22.75,0.43
89250,43.5,1.12,17.75,1.79,22.5,0.87
89500,42.5,0.5,14.25,0.83,22.25,0.43
89750,42.0,0.0,12.5,0.5,21.75,0.83
90000,42.0,0.0,12.0,0.0,22.67,0.47
90250,42.0,0.0,11.5,0.5,23.0,0.71
90500,42.0,0.0,10.25,0.43,22.5,0.5
90750,42.0,0.0,10.5,1.12,22.33,0.47
91000,42.0,0.0,9.0,0.71,22.75,1.09
91250,42.0,0.0,9.67,0.47,22.5,1.12
91500,42.0,0.0,10.75,0.43,23.25,0.43
91750,42.0,0.0,10.0,0.0,23.0,0.0
92000,42.0,0.0,10.75,0.43,23.0,0.71
92250,42.0,0.0,11.75,0.43,23.75,0.43
92500,42.0,0.0,10.0,0.82,24.0,0.0
92750,42.0,0.0,9.75,0.43,23.75,0.43
93000,42.67,0.47,11.25,0.43,23.67,0.47
93250,42.25,0.43,10.0,0.0,23.75,0.43
93500,42.0,0.0,10.75,0.83,24.0,0.0
93750,42.5,0.5,11.5,0.87,24.0,0.0
94000,42.5,0.5,12.0,0.0,23.25,0.43
94250,42.5,0.5,11.5,0.5,23.75,0.43
94500,42.33,0.47,11.67,0.47,23.25,0.43
94750,42.25,0.43,12.0,0.0,23.75,0.43
95000,42.33,0.47,11.0,0.82,22.5,0.5
95250,42.5,0.5,11.5,0.87,22.75,0.43
95500,42.5,0.5,12.0,0.0,23.5,0.5
95750,42.5,0.5,11.5,0.5,23.5,0.5
96000,42.5,0.5,11.0,0.0,24.0,0.0
96250,42.5,0.5,11.0,0.0,24.0,0.0
96500,42.5,0.5,11.75,0.43,23.75,0.43
96750,42.5,0.5,12.0,0.0,23.67,0.47
97000,42.67,0.47,12.67,0.94,23.5,0.5
97250,42.33,0.47,12.0,0.0,24.0,0.0
97500,43.0,0.0,13.25,0.83,23.75,0.43
97750,43.0,0.0,14.0,0.71,23.25,0.43
98000,42.5,0.5,15.0,0.0,23.0,0.71
98250,42.75,0.43,15.0,0.0,23.0,1.0
98500,42.5,0.5,15.0,0.0,23.25,0.83
98750,42.5,0.5,14.75,0.43,23.5,0.5
99000,42.75,0.83,15.0,0.0,22.0,0.71
99250,43.0,0.71,14.75,0.43,22.5,0.5
99500,42.67,0.47,15.0,0.0,21.0,0.0
99750,43.0,0.0,15.0,0.0,22.67,0.47
100000,42.5,0.5,14.75,0.43,22.5,0.5
100250,42.5,0.5,12.75,0.43,22.5,1.12
100500,42.33,0.47,14.33,0.47,23.5,0.5
100750,43.0,0.71,12.0,0.71,24.0,0.0
101000,42.5,0.5,8.5,2.5,23.0,1.22
101250,42.5,0.5,13.75,1.3,21.0,0.0
101500,43.0,0.71,15.25,1.48,22.25,0.83
101750,42.5,0.5,18.0,0.0,23.5,0.5
102000,42.5,0.5,15.25,0.83,23.25,0.83
102250,42.5,0.5,14.75,0.43,22.5,0.5
102500,42.5,0.5,9.25,5.21,22.0,1.22
102750,42.5,0.5,10.75,2.28,24.0,0.0
103000,42.75,0.43,12.33,0.47,23.67,0.47
103250,42.5,0.5,5.75,1.3,24.0,0.0
103500,42.75,0.83,6.33,0.47,24.0,0.0
103750,42.75,0.83,10.75,1.3,24.0,0.0
104000,43.0,0.82,12.25,0.43,24.0,0.0
104250,42.75,0.43,12.25,0.43,24.0,0.0
104500,42.75,0.43,12.75,0.43,23.5,0.5
104750,42.5,0.5,12.0,0.0,23.75,0.43
105000,42.67,0.47,12.67,0.47,23.5,0.5
105250,43.0,0.71,12.5,0.5,23.75,0.43
105500,43.0,0.71,12.0,0.0,23.75,0.43
105750,43.0,1.0,13.0,0.0,24.0,0.0
106000,42.75,0.83,12.0,0.0,23.75,0.43
106250,42.5,0.5,12.25,0.43,23.5,0.5
106500,42.75,0.43,12.0,0.0,23.75,0.43
106750,42.5,0.5,13.0,0.0,23.75,0.43
107000,42.5,0.5,13.25,0.43,23.5,0.5
107250,43.0,0.71,12.33,0.47,24.0,0.0
107500,42.75,0.83,12.0,0.0,23.5,0.5
107750,42.75,0.43,12.25,0.43,23.5,0.5
108000,42.75,0.83,12.4,0.49,23.8,0.4
108250,42.75,0.43,12.0,0.0,23.67,0.47
108500,43.0,0.82,11.25,1.3,24.0,0.0
108750,43.67,0.47,8.5,0.5,25.0,1.0
109000,43.67,0.47,10.0,1.41,24.75,0.83
109250,44.25,0.83,12.0,0.0,24.0,0.0
109500,43.75,0.43,12.25,0.43,24.0,0.0
109750,43.25,0.83,13.0,0.71,24.0,0.0
110000,43.0,0.0,12.25,0.43,24.0,0.0
110250,43.0,0.0,12.0,0.0,24.0,0.0
110500,43.25,0.43,12.0,0.0,24.0,0.0
110750,43.25,0.83,12.0,0.0,24.0,0.0
111000,43.25,0.83,12.75,0.83,24.0,0.0
111250,43.25,0.43,14.0,0.0,24.0,0.0
111500,42.75,0.83,12.25,0.43,24.0,0.0
111750,43.0,0.71,12.5,0.87,23.75,0.43
