# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,37.25,0.83,10.33,2.87,17.0,1.22
250,37.67,1.25,15.5,0.87,15.0,2.45
500,37.25,1.3,15.25,0.83,14.25,1.3
750,37.33,1.25,12.67,0.47,10.5,2.87
1000,38.0,0.71,16.0,1.87,14.0,3.24
1250,37.75,1.3,21.0,0.0,15.75,2.28
1500,37.75,0.83,18.5,1.5,16.75,1.3
1750,38.25,0.83,17.0,1.22,18.5,2.5
2000,39.0,0.0,15.5,0.87,20.0,1.0
2250,38.75,0.43,16.0,0.0,18.5,0.5
2500,38.0,1.0,17.75,1.09,18.25,0.43
2750,38.0,1.0,13.67,2.36,17.67,0.94
3000,38.0,1.0,17.33,1.7,11.33,2.36
3250,37.75,1.3,17.67,0.47,9.0,0.82
3500,37.5,1.12,12.33,1.7,13.25,1.3
3750,36.25,0.43,16.25,2.68,10.33,0.94
4000,43.75,2.95,16.0,1.22,9.75,0.83
4250,42.67,0.94,15.0,2.45,20.67,0.47
4500,41.67,0.47,17.33,1.7,19.5,0.5
4750,42.2,0.98,19.4,3.93,19.25,1.48
5000,40.25,0.83,24.0,0.0,21.5,2.06
5250,42.75,1.48,24.0,0.0,22.5,1.12
5500,44.33,0.47,24.0,0.0,23.75,0.43
5750,43.75,0.83,24.0,0.0,25.0,1.22
6000,44.5,0.5,23.5,0.87,21.0,3.54
6250,44.75,0.43,20.25,1.92,12.0,6.96
6500,45.0,0.0,19.75,1.09,19.75,2.49
6750,44.75,0.43,18.5,1.5,17.0,1.22
7000,44.5,0.5,18.0,3.0,13.25,3.03
7250,45.0,0.0,19.67,1.25,16.67,3.4
7500,45.25,0.43,17.5,1.5,12.0,2.0
7750,46.5,0.5,13.0,0.82,10.33,4.19
8000,46.25,0.43,16.0,0.71,13.0,0.71
8250,46.25,0.83,15.0,0.0,13.0,0.82
8500,46.0,0.71,15.0,0.0,14.75,1.09
8750,46.0,0.71,13.67,1.7,9.25,1.92
9000,45.75,0.83,7.75,2.68,11.75,0.83
9250,45.5,0.5,9.67,2.62,15.33,1.89
9500,45.33,0.47,9.67,2.62,11.0,7.0
9750,45.4,0.49,9.8,2.32,9.5,3.5
10000,45.5,0.5,15.5,1.5,15.5,2.87
10250,45.5,0.5,12.33,3.4,17.33,1.25
10500,45.5,0.5,13.25,1.3,10.0,1.22
10750,45.5,0.5,11.75,2.17,11.75,0.43
11000,45.0,0.0,5.75,3.56,21.75,1.48
11250,45.25,0.43,11.33,3.3,18.5,2.29
11500,45.5,0.5,15.75,0.43,19.25,1.79
11750,45.67,0.47,13.5,1.12,18.0,0.0
12000,45.75,0.83,12.5,0.5,18.5,0.5
12250,45.67,0.47,13.0,0.82,20.0,1.22
12500,45.5,0.5,11.75,0.43,20.75,0.43
12750,45.5,0.5,12.0,0.0,21.0,0.0
13000,45.5,0.5,10.0,0.82,21.0,0.0
13250,45.5,0.5,8.5,0.5,20.5,0.87
13500,45.5,0.5,5.25,1.92,19.75,0.83
13750,45.25,0.43,10.5,1.66,16.5,1.12
14000,45.0,0.0,12.25,0.43,13.0,1.0
14250,45.0,0.0,12.0,0.0,10.33,1.25
14500,45.0,0.0,17.0,1.22,4.0,1.41
14750,45.0,0.0,18.5,0.5,9.67,1.7
15000,45.0,0.0,18.5,0.5,12.75,1.09
15250,45.0,0.0,17.67,0.47,12.75,1.3
15500,45.0,0.0,15.0,0.0,15.0,1.87
15750,45.0,0.0,14.75,0.43,17.25,0.83
16000,45.0,0.0,14.75,0.83,15.75,0.43
16250,45.0,0.0,14.0,1.58,17.75,1.09
16500,45.0,0.0,12.0,0.0,18.75,0.83
16750,45.0,0.0,11.33,0.47,18.0,0.0
17000,45.0,0.0,13.25,1.3,17.0,0.82
17250,45.0,0.0,15.0,0.82,15.5,0.87
17500,45.0,0.0,12.75,0.83,15.75,0.83
17750,45.0,0.0,12.75,0.83,17.5,0.87
18000,45.0,0.0,14.5,0.5,18.0,0.0
18250,45.0,0.0,15.75,0.83,15.0,1.22
18500,45.0,0.0,15.25,2.05,14.25,1.3
