# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,41.5,0.87,19.75,1.3,10.25,2.86
250,40.33,0.47,14.0,1.63,12.25,0.43
500,40.25,0.83,7.0,0.0,10.5,0.5
750,40.5,0.5,9.0,0.0,12.67,0.94
1000,40.5,0.5,14.5,2.29,14.25,0.83
1250,39.75,0.83,20.75,0.43,12.5,1.12
1500,39.33,0.47,17.33,0.94,10.33,0.94
1750,37.75,1.3,11.25,5.54,13.25,2.68
2000,36.75,0.83,13.75,1.3,11.33,2.49
2250,36.75,0.83,16.0,0.71,15.75,2.28
2500,36.25,0.43,17.5,0.5,13.25,3.34
2750,36.0,0.0,16.5,1.66,13.33,2.62
3000,36.25,0.43,12.0,2.45,16.25,1.3
3250,38.0,1.0,17.75,0.43,9.0,4.24
3500,38.0,1.0,19.67,1.25,10.33,1.25
3750,37.0,1.22,17.25,2.59,8.75,0.83
4000,36.0,0.0,12.67,0.47,7.5,3.2
4250,36.0,0.0,15.75,1.48,10.25,0.83
4500,38.33,0.47,20.0,1.22,18.67,1.7
4750,39.25,0.43,12.67,0.47,20.25,1.3
5000,41.4,0.8,13.25,0.83,12.25,2.28
5250,42.33,0.47,12.5,0.5,11.5,0.5
5500,42.25,0.43,14.0,0.71,10.25,0.83
5750,42.0,0.0,13.33,0.47,10.5,1.5
6000,42.0,0.0,12.0,0.0,13.5,1.5
6250,41.5,0.5,12.0,0.0,13.5,1.12
6500,41.5,0.5,12.0,0.0,13.0,0.71
6750,41.5,0.5,11.25,0.83,12.5,0.5
7000,41.75,0.43,10.25,1.09,12.0,0.0
7250,42.0,0.0,10.0,0.0,9.5,0.5
7500,42.0,0.0,9.0,0.71,10.0,0.71
7750,42.0,0.0,9.0,0.0,9.67,0.47
8000,42.0,0.0,7.75,1.48,11.25,1.3
8250,41.5,0.5,7.33,0.47,12.0,0.0
8500,41.75,0.43,9.0,0.71,11.5,1.12
8750,42.0,0.0,9.5,0.5,12.0,0.71
9000,42.0,0.0,9.75,0.43,11.0,1.0
9250,42.0,0.0,9.0,0.71,10.33,1.25
9500,42.0,0.0,10.0,0.82,10.67,1.25
9750,42.0,0.0,10.0,0.71,10.0,1.0
10000,42.0,0.0,11.25,0.43,12.5,1.12
10250,42.0,0.0,10.75,0.43,12.25,0.43
10500,42.0,0.0,10.67,0.94,12.25,1.09
10750,42.0,0.0,11.5,0.5,12.5,0.5
11000,42.0,0.0,10.75,0.83,10.75,1.09
11250,42.0,0.0,11.5,0.5,10.0,1.41
11500,42.0,0.0,10.5,1.12,9.0,1.22
11750,42.0,0.0,10.0,0.82,8.33,0.94
