# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
60000,44.75,0.43,18.0,0.0,15.5,0.5
60250,44.5,0.5,17.5,0.5,16.0,0.0
60500,44.5,0.5,18.0,0.0,15.0,0.82
60750,43.75,0.83,18.0,0.0,14.5,0.5
61000,43.25,0.83,18.0,0.0,15.0,0.71
61250,45.0,0.0,18.0,0.0,16.5,0.5
61500,45.0,0.0,18.0,0.0,15.67,0.47
61750,44.8,0.4,18.0,0.0,16.0,0.89
62000,45.0,0.0,18.0,0.0,16.5,0.5
62250,45.0,0.0,18.0,0.0,16.75,1.3
62500,44.67,0.47,18.0,0.0,15.67,0.47
62750,45.0,0.0,18.0,0.0,14.5,0.5
63000,45.0,0.0,18.0,0.0,14.5,0.5
63250,45.0,0.0,18.0,0.0,14.75,0.43
63500,45.0,0.0,18.0,0.0,15.5,0.5
63750,45.0,0.0,18.0,0.0,15.25,1.09
64000,45.0,0.0,18.0,0.0,15.0,0.71
64250,45.0,0.0,17.75,0.43,16.5,1.12
64500,45.0,0.0,17.0,0.0,16.5,0.5
64750,45.0,0.0,16.5,0.5,15.75,0.83
65000,45.0,0.0,16.0,0.0,15.5,0.5
65250,45.0,0.0,17.25,0.43,15.25,0.43
65500,45.0,0.0,17.0,0.0,15.0,0.71
65750,45.0,0.0,17.0,0.0,16.0,0.82
66000,45.0,0.0,16.75,0.43,16.67,0.47
66250,45.0,0.0,17.0,0.0,16.0,0.71
66500,45.0,0.0,17.0,0.0,16.0,0.71
66750,45.0,0.0,17.0,0.0,16.0,0.71
67000,45.0,0.0,17.0,0.0,16.0,1.0
67250,45.0,0.0,16.0,0.82,16.25,0.83
67500,45.0,0.0,15.0,0.0,15.75,0.83
67750,45.0,0.0,13.25,0.83,16.25,0.83
68000,45.0,0.0,15.0,0.0,16.75,0.43
68250,44.67,0.47,17.0,0.0,16.75,0.83
68500,44.25,0.83,17.5,0.5,16.75,0.43
68750,43.5,0.5,17.0,0.0,15.5,0.5
69000,42.5,0.5,17.25,0.43,14.5,1.12
69250,44.25,0.83,18.0,0.0,14.5,0.5
69500,45.0,0.0,18.5,0.87,15.25,0.83
69750,45.0,0.0,19.0,0.0,14.33,0.94
70000,45.0,0.0,19.25,0.43,12.5,0.87
70250,45.0,0.0,17.75,1.09,13.25,1.79
70500,45.0,0.0,13.25,1.3,19.67,0.94
70750,45.0,0.0,16.75,0.43,15.75,2.59
71000,44.5,0.87,15.25,0.43,12.25,2.49
71250,41.67,1.25,14.0,0.0,17.5,0.87
71500,41.75,1.09,13.75,0.43,13.75,2.05
71750,42.75,0.83,11.75,0.83,13.75,2.38
72000,41.0,1.22,16.75,1.09,11.5,2.18
72250,37.0,1.22,19.0,1.0,13.25,2.28
72500,36.0,0.0,17.67,0.47,15.0,0.0
72750,36.0,0.0,17.5,0.5,16.33,0.47
73000,37.75,1.09,19.75,0.83,11.5,3.35
73250,39.5,0.5,15.75,1.92,12.0,3.08
73500,40.0,0.82,9.0,2.16,12.25,0.43
73750,40.0,1.0,14.0,1.58,10.5,2.06
74000,39.25,0.43,15.25,0.43,5.5,0.87
74250,39.5,0.5,14.25,1.3,10.5,3.2
74500,40.5,0.5,10.67,2.62,12.75,0.83
74750,40.0,0.71,16.5,1.12,11.5,1.5
75000,37.5,1.12,18.0,0.0,14.25,3.11
75250,37.25,0.83,17.67,0.47,15.0,0.82
75500,38.25,0.83,14.5,1.12,11.75,3.34
75750,38.67,0.47,12.25,0.43,3.0,0.0
76000,36.67,0.94,7.0,0.0,11.0,5.05
76250,36.0,0.0,10.0,1.0,18.0,1.87
76500,37.0,0.71,10.75,3.27,9.75,4.82
76750,39.0,0.0,10.75,1.79,15.75,1.79
77000,38.75,0.43,15.5,2.29,8.75,2.77
77250,38.0,1.0,16.67,0.47,11.33,0.94
77500,39.0,0.0,13.25,3.03,10.0,1.22
77750,41.75,0.43,11.5,1.5,12.0,0.0
78000,42.75,0.43,16.25,0.83,13.0,1.22
78250,44.25,0.43,17.67,0.47,14.33,0.94
78500,45.0,0.0,18.0,0.0,16.0,1.0
78750,45.0,0.0,18.0,0.0,16.0,0.82
79000,44.75,0.43,18.0,0.0,17.0,1.0
79250,44.0,0.71,18.0,0.0,16.25,0.83
79500,43.67,0.47,18.0,0.0,15.5,0.5
79750,45.0,0.0,18.0,0.0,16.25,0.83
